GEOID20,POP20,votes_dem,votes_gop,WHITEPOP,BLACKPOP,HISPLATPOP
29095013606,1445,358.8012082,411.9825748,1294,56,46
29095013612,7107,1868.160832,1911.414379,5567,716,271
29095013613,2588,613.1054483,663.5601076,2324,63,89
29095013614,1456,356.7449371,400.9342736,1169,107,50
29095013615,2052,507.0708016,577.7798844,1636,173,98
29095013705,1408,277.2648215,258.1194198,1134,79,91
29095013706,4211,819.9195433,770.6680601,2947,570,447
29095013707,2975,636.4981203,668.5615656,2269,254,172
29095013708,3279,843.5612191,926.328782,2776,167,163
29095013801,5724,1330.94624,1382.755176,4287,565,435
29095013803,5267,1255.459413,1302.517115,4195,428,300
29095013804,3122,750.0883807,784.4341573,2437,274,153
29095013902,1776,341.1486156,551.6297824,1578,21,58
29095013904,7294,1825.068101,1933.864528,5793,556,398
29095013916,6323,1489.47125,1578.464225,5157,433,320
29095013917,3837,798.3709751,1164.443439,3506,40,114
29095013918,3264,857.4966687,1126.549391,2987,33,61
29095014002,1797,439.0425074,605.0765988,1601,7,39
29095014004,3141,506.2839517,727.5569555,2713,82,155
29095014005,5284,886.2839259,1303.988024,4683,67,213
29095014006,6614,1149.728054,1538.003648,5677,139,417
29095014008,3931,672.7154421,838.5832676,3315,119,272
29095014009,3097,493.476002,649.7925565,2580,130,239
29095014111,4054,802.6538782,945.0006565,3090,446,216
29095014112,1801,330.1337301,395.5226268,1489,103,79
29095014120,3079,748.8175368,871.772933,2560,174,157
29095014121,7003,1289.029932,1450.645537,5585,408,508
29095014122,2455,511.478356,566.6130063,1971,187,154
29095014123,3140,584.7989298,599.6421807,2351,305,259
29095014124,3550,663.0713933,706.3092396,2739,268,229
29095014125,2074,481.1768422,571.7558506,1745,99,83
29095014126,5497,1182.269744,1323.324412,4212,421,412
29095014127,1884,343.8104573,358.9849895,1536,113,115
29095014128,5238,982.5301713,1027.52519,3933,570,380
29095014203,4155,1029.687201,1123.427197,3314,310,194
29095014205,3725,788.769453,802.9524409,2391,883,172
29095014206,5093,1132.018533,1306.950209,4398,213,197
29095014300,5483,1305.704327,1090.162063,3214,1523,333
29095014400,2951,733.1310429,598.8215853,1516,1015,133
29095014501,4106,838.9331637,857.5803108,3018,454,358
29095014503,1287,232.0894184,259.3169161,1078,88,50
29095014504,3538,699.3578312,792.1217622,2885,196,245
29095014601,5469,1108.076305,1141.089537,4121,238,762
29095014603,3685,688.3268618,684.0878743,2833,158,378
29095014604,4984,898.7280668,918.3965498,3426,672,572
29095014701,3903,803.9782305,788.91422,2597,607,447
29095014702,5143,1261.475209,1350.716681,4229,238,319
29095014804,3328,752.071774,947.5990257,2814,108,89
29095014806,4576,991.9552274,1101.907603,3645,344,296
29095014902,1950,305.5836648,461.598737,1724,12,75
29095014903,5636,1110.761605,1612.115484,5113,53,194
29095014904,6713,1535.799129,1773.314116,5343,450,486
29095014905,5184,1160.092744,1386.588555,4408,196,259
29095015000,3653,705.1021046,1089.990602,3262,43,140
29095015100,5935,1011.219256,1289.478878,4724,214,470
29095015200,2646,746.6110921,456.5459561,2004,232,160
29095015300,3010,769.0121263,473.7080466,1192,526,1494
29095015401,2138,288.0395079,148.7479906,385,1198,477
29095015402,1341,175.0739565,93.24846312,254,820,85
29095015500,1328,116.9316704,80.1892599,713,88,586
29095015600,2483,269.5351367,281.1399404,1363,238,844
29095015701,2219,449.7497329,274.2592404,1738,175,169
29095015702,3191,610.175051,371.9896769,2149,474,306
29095015800,1932,539.1930794,348.2504114,1588,104,118
29095015900,1955,397.9796612,242.3636838,1081,432,287
29095016000,1756,274.3319764,151.1482867,283,1024,424
29095016100,1906,355.7428124,232.8617613,218,1501,129
29095016200,2052,491.4206481,180.0177026,714,1037,147
29095016300,2082,444.121997,274.629139,726,902,385
29095016400,1741,256.9411084,115.9008161,410,804,523
29095016500,1868,384.6605098,203.6432255,187,1264,416
29095016600,1619,381.3403351,204.010899,159,1197,203
29095016700,3366,1071.853586,619.8168444,2287,462,379
29095016801,2178,640.4866552,383.3993821,1482,336,216
29095016802,1338,461.8748666,259.0657919,1041,32,237
29095016900,2361,592.2230495,281.0910535,352,1695,223
29095017000,2510,381.05752,298.3448648,1315,641,454
29095017100,3814,1056.956448,478.7462487,240,3071,369
29095017200,4573,972.1084452,634.8799505,1485,2409,417
29095017300,3354,937.2259983,841.7654352,2426,500,182
29095017400,2807,546.5610359,322.7403737,811,1594,142
29095017500,2012,475.466967,279.4386454,880,833,201
29095017600,5118,1423.990333,1165.671856,2538,1962,332
29095017700,5365,975.8152662,1195.908883,4295,222,406
29095017800,3809,996.8204558,544.660266,2189,861,417
29095017900,5099,1150.762751,1064.484103,3686,621,288
29095018000,3599,722.2827806,727.8011721,2884,237,280
29095018101,5159,1263.118018,1465.121974,4244,407,216
29095018102,3148,647.4197153,713.9148538,2291,404,178
29095018200,4166,854.9657701,873.2087662,3101,554,207
29095018500,4559,1050.02558,1153.033189,3639,354,195
29095018600,3000,790.0671848,846.1947448,2457,152,174
29095019301,4070,949.4444442,995.5000005,3066,383,327
29095019302,3168,732.986408,786.9074271,2573,256,145
29095980101,3,0.7837257,0.35181491,0,1,1
29095980802,1,0.15868893,0.1568568,0,0,0
29095988300,97,21.54919664,23.66771925,93,4,4
29095989100,18,4.04944711,4.72893308,16,0,0
29095989200,7,1.52410735,1.87969815,3,0,1
29099700107,3731,706.7864482,963.3688054,3409,31,62
29099700111,3671,737.4317225,923.4455945,3325,15,98
29099700113,4495,1004.193,1265.385164,4102,29,121
29099700114,4304,929.9313944,1223.4555,3894,59,72
29099700115,4016,839.8795785,1037.85117,3599,20,122
29099700116,3084,568.7545616,731.1592971,2777,38,100
29099700117,6963,1380.626524,1801.757136,6268,57,191
29099700118,6219,1235.718022,1519.47949,5480,90,214
29099700119,2116,432.0320904,554.2629159,1862,8,63
29099700120,6096,1167.238347,1581.680564,5488,158,154
29099700121,3887,823.7801587,1030.506917,3482,23,112
29099700122,4087,848.4078386,1080.505147,3694,40,119
29099700123,2893,592.3802157,777.4512398,2662,15,89
29099700124,4831,966.8638295,1315.658664,4414,13,105
29099700206,5692,973.2270575,1319.47411,5115,54,157
29099700207,3559,611.3489368,855.9800716,3270,9,63
29099700208,6784,1268.04538,1565.502241,5782,146,278
29099700209,3760,639.6051073,817.0253293,3335,32,123
29099700210,3853,733.7687462,939.8740033,3238,64,266
29099700211,5161,954.3061674,1257.495735,4598,84,172
29099700212,2927,493.1679314,578.7307063,2486,58,144
29099700213,3122,527.9236019,632.058617,2808,35,80
29099700302,5581,1053.923439,1408.723984,5076,27,136
29099700303,4652,942.4809127,1198.150552,4200,32,140
29099700305,3814,711.192702,941.6588392,3411,20,113
29099700306,3572,669.4442695,891.53331,3265,19,99
29099700401,4769,912.1837209,1324.484592,4453,10,93
29099700402,6552,1498.557247,1999.732554,6053,36,157
29099700502,6120,1066.097818,1575.049099,5621,61,102
29099700503,3234,561.9167914,781.7399143,2935,10,53
29099700504,4278,796.4845394,1130.634134,3972,9,72
29099700603,6420,1230.424725,1628.499506,5904,28,162
29099700604,6331,1193.486387,1705.30125,5848,24,108
29099700605,6429,1147.105543,1629.740492,5775,90,142
29099700606,2946,483.7710425,645.8280445,2626,48,76
29099700607,2779,492.2471337,662.4873505,2545,30,54
29099700700,4605,850.6162186,1076.863066,4080,158,55
29099700801,5795,1038.528227,1356.350365,5204,110,146
29099700802,5577,973.4053872,1348.383657,4956,119,122
29099700900,5810,1094.082059,1435.592156,5066,213,126
29099701001,4753,834.2622758,1216.018182,4343,21,98
29099701002,4072,746.9279739,1119.035672,3744,10,78
29099701101,4506,860.3503004,1271.05353,4190,5,75
29099701102,5285,992.8748091,1515.872137,4871,15,64
29099701200,5941,984.4860395,1306.097014,5456,48,81
29099701300,3400,586.6239847,804.8398734,3092,35,46
29099701401,4093,767.6604385,1139.045097,3853,26,55
29099701403,3871,707.0175723,1065.893051,3646,8,63
29099701404,6303,1273.878063,1788.282751,5734,54,131
29103960100,1808,326.58064,542.8200388,1728,8,10
29103960200,1936,323.5304714,510.4021842,1845,12,13
29111970100,3745,467.7785159,700.2097136,3468,76,73
29111970200,2164,346.5853541,517.0742041,2013,50,20
29111970300,2346,422.762705,700.3984789,2229,5,61
29111970400,1777,322.9826008,505.5107901,1652,54,11
29125880100,2628,141.4791781,249.940931,2451,6,46
29125880298,2491,532.9627119,792.6076722,2303,11,46
29125880300,3313,616.1616272,1087.549596,3087,6,42
29129470100,1274,219.4442189,423.4496881,1220,0,15
29129470200,2264,337.4446704,601.1058676,2083,1,140
29137960100,3539,653.7151783,976.7734318,3100,123,99
29137960200,2550,468.5099986,747.4887791,2390,54,22
29137960300,2577,431.2192681,706.4600123,2466,4,38
29149480100,2896,542.4514222,911.9471073,2711,10,31
29149480200,3760,604.270013,999.63406,3475,11,60
29149480300,1979,392.7646201,667.9239356,1863,4,26
29153470101,2607,477.6066802,767.217867,2457,7,29
29153470102,1528,311.6096176,543.92437,1439,5,17
29153470200,4418,644.5611983,1116.888896,4139,7,63
29171960100,2617,365.9340616,640.0883932,2550,5,29
29171960200,2064,322.3301679,560.9224242,1925,7,83
29179380100,2659,388.1402262,618.6649524,2447,27,49
29179380200,3437,587.1272253,996.8727193,3243,9,50
29183310100,2064,536.7222227,697.4065409,1924,18,24
29183310201,6187,1170.623829,1237.336508,5134,447,225
29183310202,3602,841.1838915,1011.387281,2988,361,78
29183310301,4068,995.2288084,1136.91606,3621,126,109
29183310302,3980,961.4038579,975.236462,3315,260,141
29183310400,2035,493.1618227,477.0076603,1759,70,67
29183310501,3872,270.2915178,262.6908921,2852,264,548
29183310502,2467,284.3597378,275.6332123,1930,290,80
29183310601,3757,400.1635561,427.3295229,2940,232,337
29183310602,5680,1304.34045,1553.031832,5042,196,162
29183310700,5232,1003.0889,1069.4774,3984,467,492
29183310801,2487,532.4305744,562.5489609,2051,201,85
29183310802,5946,878.2742863,953.6870831,4897,397,271
29183310901,2375,479.5307719,498.5173971,1655,410,91
29183310902,5318,1167.857843,1270.136104,4104,335,548
29183310903,4051,894.79663,962.0660158,3233,388,137
29183311001,4271,645.4191398,716.4309949,3270,293,228
29183311003,3149,590.9686842,594.6799415,2256,444,194
29183311004,5736,792.7281266,829.8055135,4119,634,237
29183311103,6533,1507.549672,2090.086629,5911,139,131
29183311114,5253,1327.321792,1618.548044,4615,194,151
29183311122,7301,1739.349549,1979.850639,5804,648,282
29183311124,6907,1430.939296,1702.288087,5466,249,220
29183311132,3499,916.8773015,1161.944559,3160,72,78
29183311145,4388,1114.03589,1317.220371,3778,145,153
29183311146,4488,932.4246396,1055.042136,3619,249,158
29183311147,4031,1031.979653,1196.623595,3407,208,131
29183311148,4317,1144.809906,1360.612398,3827,122,160
29183311149,3835,928.5348601,1077.426982,3261,147,179
29183311150,4720,1203.614427,1360.242819,4039,153,177
29183311151,6413,1337.92105,1603.609746,5132,313,196
29183311152,4590,1081.322296,1350.322775,4085,114,84
29183311153,6886,1414.789469,1803.855399,5521,283,214
29183311154,5387,1238.722223,1503.166666,4638,158,159
29183311203,6154,1413.415168,1622.309025,5105,359,216
29183311211,5470,1336.078685,1510.165932,4340,446,163
29183311212,4243,975.1713919,1063.821045,3367,258,185
29183311221,3613,833.5821233,964.2831215,3081,158,103
29183311294,3826,937.2532319,1088.884756,3303,146,117
29183311296,4110,1180.407997,1345.029174,3621,136,106
29183311311,5880,1390.944444,1510.777778,4705,387,240
29183311312,7417,1651.435025,1917.164081,6331,333,302
29183311322,6787,1629.198532,1958.876088,5725,342,190
29183311331,4631,1119.925524,1339.187757,4050,171,172
29183311391,4831,1253.365659,1421.217915,4117,208,198
29183311422,6035,1430.6843,1691.188987,5129,283,220
29183311500,2205,420.477102,460.3492752,1759,46,318
29183311602,5980,1077.941097,1229.112811,5046,305,233
29183311603,2780,607.7135136,727.6064443,2329,160,114
29183311604,3164,698.3684729,856.1062159,2796,97,78
29183311712,4889,988.4444442,1185.555555,3895,242,336
29183311721,3765,875.8329743,1059.726382,3123,193,134
29183311732,7074,1660.512383,1971.134424,5982,262,308
29183311733,2272,518.6670265,626.4402852,1917,121,104
29183311734,4233,899.666668,1035.166667,3384,355,197
29183311735,5970,1372.952019,1650.707332,5059,292,222
29183311737,3461,776.15643,983.5864831,2851,166,101
29183311738,4465,715.4546817,903.7468501,3399,267,463
29183311739,4551,1074.505605,1358.914117,3815,142,137
29183311740,2096,516.4297489,659.1292852,1902,38,40
29183311801,6250,1316.209678,1757.640077,5428,284,178
29183311802,6220,1208.206684,1477.433421,5328,228,246
29183311903,6030,1222.216947,1459.238451,5134,312,215
29183311904,6462,1348.838179,1745.139391,5398,348,218
29183311907,6223,1180.363144,1432.246032,5062,494,217
29183311908,4475,808.4361538,1105.999234,3820,182,172
29183311909,5174,1267.379563,1662.910639,4651,113,124
29183312001,3228,686.8515633,1054.579338,3015,38,74
29183312002,4221,783.6694815,1094.577371,3708,162,103
29183312003,6938,915.5245684,1396.32397,6209,190,239
29183312094,5765,879.2459352,1159.142119,4519,643,236
29183312095,6470,1164.989591,1574.027516,5363,501,229
29183312096,9026,857.6085441,1202.527543,7688,514,247
29183312192,6266,949.5683007,1395.516657,5439,218,225
29183312193,8915,1646.57179,2211.385061,7781,368,252
29183312194,3488,105.5166679,166.5244153,3180,103,54
29183312195,3318,164.8004797,265.0143078,2765,191,186
29183312204,5155,1381.235277,1981.330985,4862,27,89
29183312206,4721,928.3117869,1372.006089,4325,67,92
29183312207,4286,612.3474943,741.3601901,3314,206,407
29183312208,5118,730.8981642,981.5726081,4307,199,192
29183312209,4489,581.6440846,791.6682793,3836,206,149
29183312300,2730,718.5283593,867.4631916,2445,39,74
29183312400,5555,1156.704381,1345.669045,4615,321,266
29183980000,12,3.01599417,4.08215196,5,0,3
29185480100,3529,594.6733766,933.4298928,3308,7,59
29185480200,2712,528.5496674,895.7300631,2536,3,46
29185480300,3043,453.9087752,728.0402263,2799,16,73
29189210101,1400,351.4742664,249.9049482,449,863,25
29189210102,3961,866.676624,483.3540636,659,3049,71
29189210200,5585,969.8649158,507.8784463,513,4842,51
29189210300,2985,585.2334174,350.4096013,493,2324,52
29189210400,4142,1330.457019,661.5230331,195,3798,30
29189210501,3164,887.4971144,420.3025686,92,2938,65
29189210502,3305,835.1651602,376.2513014,125,3054,37
29189210600,6645,1702.559199,914.6123473,1066,5366,86
29189210702,5984,1391.529547,747.8361373,594,5048,118
29189210703,3550,991.1528963,530.5715176,515,2821,77
29189210704,3950,748.3333328,363.6666666,179,3595,47
29189210803,4898,1557.301492,966.7580434,1038,3592,52
29189210805,6080,1993.884262,993.8236837,594,5213,107
29189210806,6151,1938.83507,942.8199971,365,5490,85
29189210807,5760,1954.590222,1016.986488,480,4980,73
29189210808,3620,1245.894461,628.3274264,304,3117,40
29189210912,7155,2269.32812,1540.784468,2000,4662,130
29189210921,4072,1077.077479,705.522907,1243,2426,126
29189210923,5399,1294.945864,998.7658194,2276,2587,175
29189210924,4456,1288.551196,830.5006734,1148,2972,131
29189210925,5419,1378.67599,949.7917331,1742,3219,178
29189210926,2578,654.4555564,542.0843746,1173,1173,80
29189210927,4681,1710.243207,1158.679213,1437,2913,70
29189210928,4477,1627.185231,977.8433043,988,3165,78
29189211001,4302,1158.08285,783.215498,1445,2493,123
29189211002,3368,925.9060738,673.4511358,1410,1700,74
29189211101,7056,1585.003788,1191.190712,3109,3420,203
29189211102,5002,1406.821592,885.9090069,1220,3528,87
29189211201,5337,1167.202314,851.2572966,2200,2690,195
29189211202,3298,789.7022395,716.6216444,2255,783,84
29189211301,6432,1326.088994,1197.732199,3750,1965,239
29189211331,6067,1402.004114,1192.76379,3420,2005,168
29189211332,6293,1379.450616,1268.479066,3570,1847,382
29189211333,4918,1351.396484,1154.624226,2392,2024,127
29189211334,4258,975.339189,833.067338,2392,1470,129
29189211401,5325,1116.972245,975.6750234,2804,1890,294
29189211402,2274,465.4601738,319.1919819,778,1286,63
29189211500,2989,783.0958862,391.5936607,172,2591,94
29189211600,5855,1329.195126,854.5429934,1515,3765,187
29189211700,3828,1091.769448,712.0371236,1059,2497,74
29189211801,3553,930.4965778,485.7746104,322,3011,70
29189211802,3483,882.9713042,469.9096101,323,3015,47
29189211900,4495,853.6009113,387.826968,228,4053,72
29189212002,2866,625.8474601,294.515451,125,2613,43
29189212003,3441,832.1008247,376.9020584,224,3121,34
29189212004,3506,1059.18737,504.2170101,148,3266,13
29189212101,3467,771.9593247,378.3018548,187,3094,47
29189212102,2675,543.6484786,276.5788529,152,2424,30
29189212201,3792,1220.683662,586.4259921,123,3524,37
29189212202,2079,483.2846787,224.2733864,36,1955,6
29189212300,4623,1249.175137,662.8150729,677,3684,70
29189212400,2173,527.9314241,280.7382577,229,1839,49
29189212500,4599,1192.584449,708.8298604,769,3563,68
29189212600,4374,1184.522195,781.2069303,1318,2747,105
29189212701,3069,774.6313395,454.9854594,524,2320,86
29189212702,1881,451.9665338,274.7431401,432,1328,42
29189213102,377,92.4003447,72.45741603,252,55,25
29189213103,3278,800.9272326,752.1826472,1882,919,226
29189213104,1029,224.7165726,163.4230768,475,424,78
29189213202,7012,1508.911551,1407.630857,4405,828,305
29189213203,5014,1339.598728,1341.425194,3725,670,211
29189213204,3905,782.4508356,666.6302506,1921,999,450
29189213301,3429,621.5109992,481.6331328,1554,1321,255
29189213302,3726,692.5874015,497.399134,1489,1537,503
29189213401,4644,836.0126689,616.1391154,1664,1938,716
29189213402,1878,315.3788178,261.3873785,913,548,351
29189213500,5222,1011.263778,817.9114869,2672,1673,526
29189213600,3431,736.8935211,405.602806,477,2601,240
29189213701,836,179.0674976,109.193798,223,494,55
29189213702,3986,1105.480214,642.2136165,1135,2327,121
29189213800,4720,1375.092769,654.0603488,97,4416,58
29189213900,1437,375.1358848,168.2326465,22,1365,21
29189214100,1080,299.6831904,136.7110384,24,993,38
29189214200,2882,772.8552855,377.3092986,216,2492,63
29189214300,3714,869.5522259,520.5273943,1012,2188,339
29189214400,4789,962.5663143,852.5799614,2608,1209,672
29189214500,3173,725.8823787,617.9084244,1770,696,399
29189214601,3891,785.7562224,661.8940306,2124,1018,417
29189214602,4052,719.2540062,669.4739587,2256,875,577
29189214700,6721,1292.022885,1068.50392,3409,1718,1194
29189214800,5481,1138.65306,1000.64146,3326,1341,390
29189214901,3196,677.5930042,568.9251784,1812,869,203
29189214902,3241,595.6676702,485.5688974,1444,1007,525
29189215001,2840,532.8016561,424.2212531,1337,352,125
29189215003,4412,1396.762123,1163.600988,3355,434,132
29189215004,3427,888.9457161,684.1479326,1962,794,159
29189215005,5941,1544.480555,1201.258825,3553,985,182
29189215102,4979,1356.81615,1116.999104,3303,640,250
29189215103,2577,731.8792935,625.381162,1738,323,108
29189215105,2434,649.1409666,610.8844305,1799,168,122
29189215141,4229,1359.507969,1234.976787,3331,293,95
29189215143,2901,747.469589,724.9694837,2198,254,165
29189215144,5672,1611.816345,1418.48448,3882,768,203
29189215145,4914,1114.713317,914.0470538,2679,828,299
29189215146,2632,339.3082104,228.7495375,979,648,123
29189215201,6657,1766.981602,1674.513329,4738,694,266
29189215231,4751,1388.754447,1290.416641,3751,220,207
29189215233,5234,1499.778788,1374.771876,3676,500,205
29189215234,2071,404.3942208,469.361092,1704,149,92
29189215235,4612,1319.017131,1303.162352,3409,113,144
29189215236,3250,1053.996818,1053.900286,2805,65,72
29189215301,4689,1488.560236,1243.940636,3425,285,142
29189215302,3386,1053.820069,1028.324808,2671,108,89
29189215400,5507,1736.232185,1698.831507,4771,56,140
29189215500,5260,1722.519409,1239.727161,3605,450,174
29189215600,5042,1271.750677,721.1180204,1418,2254,287
29189215700,5681,1889.622719,988.5859432,1024,3948,264
29189215801,3943,1463.436938,1022.99556,2947,596,137
29189215802,1602,445.8888132,315.8705204,1082,378,58
29189215803,2430,724.3513136,492.081008,1621,363,112
29189215901,3337,1205.881058,657.7764277,1079,1941,103
29189215902,3161,1082.379608,543.2758629,501,2430,61
29189216000,1542,482.4992529,245.5233557,228,1190,52
29189216101,3337,939.8601016,551.0704556,1767,446,176
29189216102,2262,537.0839773,294.8176358,995,615,117
29189216201,3827,1374.149426,911.4446306,2933,464,145
29189216202,3950,1362.981976,943.1458115,2967,481,156
29189216300,7068,1545.350882,975.8809843,4775,576,387
29189216401,2762,899.6815885,636.7003851,2187,65,80
29189216402,3071,867.7935323,615.2219095,2211,95,138
29189216500,5279,1382.295242,1100.000497,3722,746,165
29189216600,2492,695.4422373,587.4408225,1975,114,78
29189216700,3539,1179.294613,848.1539463,2675,487,174
29189216800,3189,1106.004552,755.3245415,2566,208,120
29189216900,2333,652.7381407,424.5247543,1685,390,81
29189217000,4002,1152.567793,790.0644644,3088,406,178
29189217200,1899,499.0735216,363.5777236,1297,287,84
29189217300,3064,880.8857024,759.1868704,2397,204,126
29189217400,4915,1381.806108,1301.717694,4142,128,153
29189217500,5587,1692.311295,1869.409822,5010,58,111
29189217600,7577,2223.256517,2510.71597,6715,86,215
29189217701,5425,1455.248833,1702.46284,4419,119,163
29189217702,7813,2140.6436,2221.636374,6029,170,599
29189217802,7426,2062.729473,2151.693532,5969,187,224
29189217806,5595,1334.926748,1506.697292,4530,163,225
29189217807,6462,1768.536952,1879.3072,5375,259,201
29189217841,5280,1489.080377,1532.057979,3990,210,148
29189217851,3168,953.4476134,1035.080642,2706,59,75
29189217852,6729,1880.384013,2201.805309,5679,147,161
29189217853,5015,1250.297627,1297.943407,3481,158,129
29189217854,2290,684.2986405,768.9171956,1887,48,61
29189217921,4833,1241.636377,1498.785844,3953,109,157
29189217923,7103,1865.293267,1980.025399,5826,217,280
29189217931,6366,1627.527216,1741.044948,5280,195,257
29189217932,5144,1371.559828,1413.798211,3827,95,152
29189217941,6016,1627.947752,1678.233574,5068,159,192
29189217942,5402,1411.641107,1444.705232,4491,144,170
29189217943,3505,845.6257089,945.445656,2674,126,104
29189217944,5818,1524.629514,1676.207003,4582,133,153
29189218012,4955,1448.075577,1554.325334,4374,74,109
29189218013,5814,1625.031101,1607.054347,4822,176,284
29189218014,1573,490.4207091,464.9139867,1428,24,39
29189218015,2914,894.2753884,972.9720547,2539,22,72
29189218016,3991,715.8888893,665.4444446,2564,319,268
29189218102,3122,721.8857594,782.6840632,2557,180,88
29189218104,1793,393.3260926,377.9725874,1399,127,193
29189218105,3616,808.2373635,793.8411436,2999,153,118
29189218201,3274,986.0264607,860.3365849,2915,96,66
29189218300,4313,1363.146981,1166.434026,3760,208,120
29189218401,4151,1285.479619,1269.943847,3788,69,112
29189218402,5054,1621.245512,1464.683355,4575,57,120
29189218500,5064,1624.177217,1444.89448,4627,74,146
29189218600,2801,902.3130575,729.1516509,2165,383,108
29189218800,6176,1995.38889,1850.444445,5744,41,178
